amount,country_mismatch,payment_failed,suspected_fraud_failure,is_fraud
1032.89,1,0,0,1
1663.03,1,0,0,1
727.8,0,0,0,0
827.65,0,0,0,0
779.75,0,0,0,0
102.13,0,0,0,0
2185.12,1,0,0,1
297.05,0,0,0,0
309.87,0,0,0,0
203.97,0,0,0,0
160.52,0,0,0,0
86.55,0,0,0,0
195.88,0,0,0,0
283.95,0,0,0,0
1097.85,0,0,0,0
393.09,0,0,0,0
117.84,0,0,0,0
2487.19,0,0,0,1
1913.72,1,0,0,1
173.08,0,0,0,0
1044.43,1,0,0,1
104.1,0,1,0,0
126.5,0,0,0,0
216.2,0,0,0,0
1523.22,1,0,0,1
168.14,0,0,0,0
742.9,0,0,0,0
394.68,0,0,0,0
165.4,0,0,0,0
441.94,0,0,0,0
101.55,0,1,0,0
2421.88,1,0,0,1
746.76,0,0,0,0
1645.29,1,0,0,1
1157.25,0,0,0,0
624.95,0,1,1,1
437.4,0,0,0,0
82.1,0,0,0,0
423.75,0,0,0,0
38.5,0,0,0,0
158.38,0,0,0,0
657.0,0,0,0,0
288.16,0,1,1,1
426.84,0,0,0,0
118.48,0,0,0,0
433.6,0,0,0,0
223.58,0,0,0,0
699.0,0,0,0,0
1024.6,0,0,0,0
245.04,0,0,0,0
78.78,0,0,0,0
82.66,0,0,0,0
463.12,0,0,0,0
2222.06,1,0,0,1
191.64,0,0,0,0
2292.04,1,0,0,1
220.59,0,0,0,0
36.7,0,0,0,0
159.92,0,0,0,0
480.93,0,0,0,0
279.2,0,0,0,0
237.89,0,0,0,0
1247.4,0,0,0,0
190.85,0,0,0,0
213.3,0,0,0,0
1032.6,0,0,0,0
327.45,0,0,0,0
78.85,0,0,0,0
1859.76,1,0,0,1
1612.54,0,0,0,1
1361.89,0,0,0,1
419.78,0,0,0,0
16.39,0,0,0,0
187.25,0,0,0,0
323.75,0,0,0,0
251.5,0,0,0,0
1118.5,1,0,0,1
107.28,0,0,0,0
644.64,0,0,0,0
388.08,0,0,0,0
272.0,0,0,0,0
1923.01,1,0,0,1
248.72,0,0,0,0
116.27,0,0,0,0
485.36,0,0,0,0
159.1,0,0,0,0
55.2,0,1,0,0
939.68,0,0,0,0
495.4,0,0,0,0
2167.86,0,0,0,1
881.4,0,0,0,0
204.81,0,0,0,0
430.0,0,0,0,0
544.56,0,0,0,0
592.0,0,0,0,0
2217.7,1,0,0,1
197.26,0,0,0,0
90.08,0,0,0,0
864.15,0,0,0,0
146.43,0,0,0,0
187.13,0,0,0,0
57.13,0,0,0,0
379.34,0,0,0,0
733.71,0,0,0,0
836.04,0,0,0,0
799.92,0,0,0,0
587.25,0,0,0,0
1909.94,0,0,0,1
163.56,0,0,0,0
179.6,0,0,0,0
451.7,0,0,0,0
659.28,0,0,0,0
549.48,0,0,0,0
576.2,0,0,0,0
447.56,0,0,0,0
276.4,0,0,0,0
537.66,0,0,0,0
429.06,0,0,0,0
259.04,0,0,0,0
120.62,0,0,0,0
995.12,0,0,0,0
171.0,0,0,0,0
77.7,0,0,0,0
845.36,0,0,0,0
125.36,0,0,0,0
483.28,0,0,0,0
736.8,0,0,0,0
908.75,0,0,0,0
1692.5,1,0,0,1
2107.88,1,0,0,1
208.76,0,0,0,0
15.94,0,0,0,0
34.05,0,0,0,0
19.38,0,0,0,0
699.55,0,1,0,0
1179.55,0,0,0,0
256.86,0,0,0,0
601.96,0,0,0,0
201.48,0,0,0,0
29.36,0,0,0,0
628.26,0,0,0,0
508.35,0,0,0,0
671.6,0,0,0,0
433.06,0,0,0,0
2458.03,1,0,0,1
931.65,0,0,0,0
784.75,0,0,0,0
452.16,0,0,0,0
273.18,0,0,0,0
245.48,0,0,0,0
704.65,0,0,0,0
894.95,0,0,0,0
454.02,0,0,0,0
553.17,0,0,0,0
135.09,0,0,0,0
624.72,0,0,0,0
772.24,0,0,0,0
631.86,0,0,0,0
300.96,0,0,0,0
168.43,0,0,0,0
801.24,0,0,0,0
161.95,0,0,0,0
443.46,0,0,0,0
460.36,0,0,0,0
2150.21,1,0,0,1
478.92,0,0,0,0
1165.4,0,0,0,0
243.86,0,0,0,0
124.12,0,0,0,0
52.4,0,0,0,0
1771.02,0,0,0,1
1319.53,1,0,0,1
1064.75,0,1,0,0
142.46,0,0,0,0
438.06,0,0,0,0
755.45,0,0,0,0
317.24,0,0,0,0
297.4,0,0,0,0
351.56,0,0,0,0
156.44,0,0,0,0
215.16,0,0,0,0
114.4,0,0,0,0
673.47,0,0,0,0
96.8,0,0,0,0
447.36,0,0,0,0
2377.81,1,0,0,1
438.1,0,0,0,0
890.64,0,1,0,0
32.68,0,0,0,0
351.57,0,0,0,0
1771.06,1,0,0,1
431.98,0,0,0,0
1154.1,1,0,0,1
113.09,0,0,0,0
43.01,0,0,0,0
503.8,0,0,0,0
130.85,0,0,0,0
780.55,0,0,0,0
72.33,0,0,0,0
56.46,0,0,0,0
456.6,0,0,0,0
665.88,0,0,0,0
88.25,0,0,0,0
1667.16,0,0,0,1
1932.44,1,0,0,1
523.2,0,0,0,0
659.44,0,0,0,0
686.73,0,0,0,0
94.8,0,0,0,0
423.12,0,0,0,0
105.26,0,0,0,0
246.58,0,0,0,0
59.85,0,0,0,0
499.92,0,1,1,1
656.65,0,0,0,0
2462.98,1,0,0,1
841.04,0,0,0,0
34.16,0,0,0,0
427.02,0,1,0,0
967.16,0,1,0,0
278.94,0,1,0,0
126.84,0,0,0,0
172.29,0,0,0,0
889.16,0,0,0,0
244.32,0,1,1,1
50.37,0,0,0,0
160.43,0,0,0,0
714.4,0,0,0,0
192.46,0,0,0,0
59.63,0,0,0,0
60.7,0,0,0,0
607.71,0,0,0,0
30.87,0,0,0,0
1046.23,0,0,0,1
690.32,0,0,0,0
508.24,0,0,0,0
209.3,0,0,0,0
196.05,0,0,0,0
286.24,0,0,0,0
34.9,0,0,0,0
1010.6,0,0,0,0
428.37,0,0,0,0
1065.05,0,0,0,0
163.92,0,0,0,0
430.75,0,0,0,0
645.96,0,0,0,0
181.56,0,0,0,0
654.2,0,0,0,0
538.35,0,0,0,0
76.96,0,0,0,0
1717.87,1,0,0,1
925.76,0,0,0,0
227.97,0,1,1,1
244.2,0,0,0,0
114.86,0,0,0,0
199.06,0,0,0,0
264.2,0,0,0,0
667.6,0,0,0,0
644.36,0,0,0,0
238.38,0,0,0,0
469.0,0,0,0,0
2439.19,1,0,0,1
124.21,0,0,0,0
579.52,0,0,0,0
120.06,0,0,0,0
18.22,0,0,0,0
341.48,0,0,0,0
256.2,0,0,0,0
728.46,0,0,0,0
52.67,0,0,0,0
36.06,0,0,0,0
676.76,0,0,0,0
1654.71,0,0,0,1
579.24,0,0,0,0
49.43,0,0,0,0
624.75,0,0,0,0
1428.71,1,0,0,1
975.72,0,0,0,0
49.95,0,0,0,0
1098.5,0,1,0,0
160.96,0,0,0,0
272.67,0,0,0,0
876.72,0,1,0,0
2283.1,1,0,0,1
922.85,0,0,0,0
98.31,0,0,0,0
363.87,0,0,0,0
503.64,0,0,0,0
237.33,0,0,0,0
59.22,0,0,0,0
71.22,0,0,0,0
501.45,0,0,0,0
357.54,0,0,0,0
1691.54,1,0,0,1
543.68,0,0,0,0
520.7,0,0,0,0
361.4,0,0,0,0
1291.85,1,0,0,1
314.74,0,0,0,0
629.48,0,0,0,0
1181.03,1,0,0,1
241.97,0,0,0,0
243.24,0,0,0,0
239.82,0,0,0,0
29.54,0,0,0,0
413.61,0,0,0,0
1424.03,1,0,0,1
44.06,0,0,0,0
2360.4,1,0,0,1
780.75,0,0,0,0
241.35,0,0,0,0
978.04,0,0,0,0
113.4,0,0,0,0
564.64,0,0,0,0
812.88,0,0,0,0
137.06,0,0,0,0
932.7,0,0,0,0
523.53,0,0,0,0
1017.0,0,0,0,0
1620.05,1,0,0,1
121.57,0,0,0,0
455.88,0,0,0,0
21.52,0,0,0,0
226.5,0,0,0,0
771.4,0,0,0,0
1536.94,1,0,0,1
427.6,0,0,0,0
74.75,0,0,0,0
71.29,0,0,0,0
308.34,0,1,0,0
408.14,0,0,0,0
884.84,0,0,0,0
239.3,0,0,0,0
135.21,0,0,0,0
778.96,0,1,1,1
1693.94,0,0,0,1
830.84,0,0,0,0
426.66,0,0,0,0
435.6,0,0,0,0
561.8,0,1,0,0
1002.55,0,0,0,0
17.0,0,0,0,0
190.94,0,0,0,0
243.7,0,0,0,0
220.31,0,0,0,0
282.92,0,0,0,0
413.05,0,0,0,0
255.8,0,0,0,0
442.66,0,0,0,0
315.06,0,0,0,0
435.68,0,0,0,0
198.87,0,0,0,0
465.56,0,0,0,0
310.35,0,0,0,0
484.86,0,0,0,0
225.4,0,0,0,0
943.95,0,1,1,1
36.02,0,0,0,0
77.23,0,0,0,0
79.52,0,1,1,1
247.36,0,0,0,0
1021.4,0,0,0,1
41.08,0,0,0,0
2289.93,0,0,0,1
567.18,0,0,0,0
414.8,0,0,0,0
521.88,0,0,0,0
1162.0,1,0,0,1
182.8,0,0,0,0
399.66,0,0,0,0
456.2,0,0,0,0
388.89,0,0,0,0
425.61,0,0,0,0
842.75,0,0,0,0
433.65,0,0,0,0
846.25,0,0,0,0
1983.06,1,0,0,1
112.92,0,0,0,0
186.59,0,0,0,0
382.2,0,0,0,0
995.6,0,0,0,0
110.63,0,0,0,0
115.77,0,0,0,0
932.9,0,0,0,0
926.15,0,0,0,0
2073.49,1,0,0,1
1203.43,1,0,0,1
89.27,0,0,0,0
23.12,0,0,0,0
991.84,0,0,0,0
662.85,0,0,0,0
343.18,0,0,0,0
839.56,0,0,0,0
181.35,0,0,0,0
449.7,0,0,0,0
928.12,0,1,0,0
978.4,0,0,0,0
226.8,0,0,0,0
99.75,0,0,0,0
2236.81,1,0,0,1
597.16,0,0,0,0
429.96,0,0,0,0
699.27,0,0,0,0
487.86,0,1,0,0
528.39,0,0,0,0
148.71,0,0,0,0
282.33,0,0,0,0
150.77,0,0,0,0
182.07,0,0,0,0
411.96,0,0,0,0
429.42,0,1,0,0
51.83,0,0,0,0
357.8,0,0,0,0
527.43,0,0,0,0
206.42,0,0,0,0
2078.0,0,0,0,1
95.88,0,0,0,0
306.24,0,0,0,0
489.09,0,0,0,0
614.68,0,0,0,0
468.0,0,0,0,0
148.35,0,0,0,0
354.2,0,0,0,0
155.53,0,0,0,0
364.71,0,0,0,0
82.0,0,0,0,0
710.4,0,0,0,0
69.57,0,0,0,0
242.72,0,0,0,0
164.09,0,0,0,0
85.82,0,0,0,0
111.92,0,0,0,0
1012.9,0,0,0,0
913.1,0,0,0,0
25.53,0,0,0,0
257.3,0,1,0,0
459.78,0,0,0,0
373.04,0,0,0,0
461.48,0,0,0,0
364.1,0,0,0,0
221.16,0,0,0,0
442.83,0,0,0,0
173.14,0,0,0,0
674.65,0,0,0,0
1202.1,0,0,0,0
219.52,0,0,0,0
333.52,0,0,0,0
207.06,0,0,0,0
236.0,0,0,0,0
226.65,0,0,0,0
548.72,0,0,0,0
226.82,0,0,0,0
450.74,0,0,0,0
422.18,0,0,0,0
528.69,0,0,0,0
10.22,0,0,0,0
459.93,0,0,0,0
363.12,0,0,0,0
115.88,0,0,0,0
458.6,0,0,0,0
89.5,0,0,0,0
209.49,0,0,0,0
571.32,0,0,0,0
75.22,0,1,0,0
74.0,0,0,0,0
790.65,0,0,0,0
297.15,0,0,0,0
1646.7,1,0,0,1
569.05,0,0,0,0
1840.74,1,0,0,1
508.3,0,0,0,0
443.22,0,0,0,0
206.84,0,0,0,0
211.34,0,0,0,0
67.46,0,0,0,0
704.37,0,0,0,0
140.23,0,0,0,0
1711.52,1,0,0,1
1908.68,1,0,0,1
618.66,0,0,0,0
738.12,0,0,0,0
907.5,0,0,0,0
869.24,0,0,0,0
306.1,0,0,0,0
414.28,0,0,0,0
2319.51,1,0,0,1
54.2,0,0,0,0
1275.93,1,0,0,1
10.92,0,0,0,0
718.8,0,0,0,0
645.69,0,0,0,0
812.6,0,0,0,0
744.2,0,0,0,0
43.38,0,0,0,0
366.25,0,0,0,0
128.01,0,0,0,0
496.86,0,0,0,0
2079.62,1,0,0,1
2009.78,1,0,0,1
371.56,0,0,0,0
424.4,0,0,0,0
935.28,0,0,0,0
122.79,0,0,0,0
407.1,0,0,0,0
410.56,0,0,0,0
2302.78,0,0,0,1
517.62,0,0,0,0
108.35,0,1,0,0
136.7,0,0,0,0
207.24,0,0,0,0
245.92,0,0,0,0
1572.13,1,0,0,1
625.8,0,0,0,0
1187.97,1,0,0,1
1208.75,1,0,0,1
420.06,0,1,0,0
176.64,0,0,0,0
2401.6,1,0,0,1
102.72,0,0,0,0
979.84,0,0,0,0
155.42,0,0,0,0
18.87,0,0,0,0
1076.58,1,0,0,1
1665.86,0,0,0,1
496.74,0,0,0,0
689.67,0,0,0,0
354.96,0,0,0,0
40.5,0,0,0,0
184.3,0,0,0,0
1417.16,1,0,0,1
514.11,0,0,0,0
304.76,0,0,0,0
1063.25,0,0,0,0
165.62,0,0,0,0
110.96,0,0,0,0
684.15,0,0,0,0
96.86,0,0,0,0
26.74,0,0,0,0
138.86,0,0,0,0
1083.95,0,0,0,0
76.33,0,0,0,0
2408.12,1,0,0,1
80.75,0,0,0,0
480.36,0,0,0,0
452.2,0,0,0,0
123.09,0,0,0,0
824.96,0,0,0,0
15.88,0,0,0,0
824.0,0,0,0,0
62.55,0,0,0,0
860.5,0,0,0,0
10.32,0,0,0,0
565.65,0,0,0,0
137.3,0,0,0,0
2082.39,1,0,0,1
478.0,0,0,0,0
586.38,0,0,0,0
1438.97,1,0,0,1
1953.23,1,0,0,1
172.36,0,0,0,0
270.3,0,0,0,0
229.84,0,0,0,0
837.55,0,0,0,0
2223.86,1,0,0,1
829.7,0,0,0,0
326.0,0,0,0,0
14.31,0,0,0,0
368.76,0,0,0,0
2187.92,1,0,0,1
496.78,0,0,0,0
421.16,0,0,0,0
365.2,0,0,0,0
70.44,0,0,0,0
52.24,0,0,0,0
572.44,0,0,0,0
765.92,0,0,0,0
697.95,0,0,0,0
268.2,0,0,0,0
473.0,0,1,0,0
710.2,0,0,0,0
202.4,0,1,0,0
329.4,0,0,0,0
103.9,0,0,0,0
160.72,0,1,1,1
240.13,0,0,0,0
218.5,0,0,0,0
467.24,0,0,0,0
2017.38,1,0,0,1
171.84,0,0,0,0
681.28,0,0,0,0
1827.01,1,0,0,1
1337.85,1,0,0,1
50.4,0,0,0,0
2089.57,0,0,0,1
1627.83,1,0,0,1
1226.25,0,0,0,0
237.42,0,0,0,0
188.82,0,0,0,0
399.75,0,0,0,0
509.34,0,0,0,0
1359.99,1,0,0,1
46.89,0,0,0,0
143.37,0,0,0,0
1135.0,0,0,0,0
51.0,0,0,0,0
55.0,0,0,0,0
249.41,0,0,0,0
981.35,0,0,0,0
287.73,0,0,0,0
1314.03,1,0,0,1
454.05,0,0,0,0
57.03,0,0,0,0
113.43,0,0,0,0
369.56,0,0,0,0
461.18,0,0,0,0
330.33,0,0,0,0
342.6,0,0,0,0
530.95,0,0,0,0
988.92,0,0,0,0
1231.23,1,0,0,1
290.79,0,0,0,0
406.38,0,0,0,0
1824.7,1,0,0,1
368.0,0,0,0,0
409.0,0,0,0,0
329.6,0,0,0,0
470.16,0,0,0,0
618.69,0,0,0,0
69.61,0,0,0,0
886.7,0,0,0,0
723.75,0,0,0,0
402.08,0,0,0,0
165.65,0,0,0,0
585.69,0,0,0,0
170.24,0,0,0,0
201.9,0,0,0,0
2179.44,1,0,0,1
33.77,0,0,0,0
566.28,0,0,0,0
2351.36,0,0,0,1
1688.75,1,0,0,1
70.6,0,0,0,0
524.07,0,0,0,0
587.04,0,0,0,0
946.3,0,0,0,0
1291.24,0,0,0,1
32.98,0,0,0,0
93.48,0,0,0,0
1128.65,0,0,0,0
52.23,0,0,0,0
2164.31,0,0,0,1
832.2,0,0,0,0
246.24,0,0,0,0
703.32,0,0,0,0
456.69,0,0,0,0
839.96,0,0,0,0
1389.0,1,0,0,1
195.98,0,0,0,0
237.58,0,0,0,0
739.96,0,0,0,0
56.5,0,0,0,0
382.95,0,0,0,0
2438.11,1,0,0,1
367.05,0,0,0,0
741.39,0,0,0,0
1794.2,1,0,0,1
376.52,0,0,0,0
2304.64,1,0,0,1
827.16,0,0,0,0
517.47,0,0,0,0
134.14,0,0,0,0
35.49,0,0,0,0
1746.66,1,0,0,1
963.8,0,0,0,0
284.95,0,0,0,0
73.98,0,0,0,0
1333.76,1,0,0,1
286.32,0,0,0,0
633.18,0,0,0,0
980.4,0,1,0,0
229.6,0,0,0,0
17.96,0,1,1,1
42.4,0,0,0,0
74.85,0,0,0,0
265.04,0,0,0,0
484.56,0,0,0,0
316.9,0,0,0,0
310.04,0,0,0,0
166.42,0,0,0,0
549.6,0,0,0,0
112.1,0,0,0,0
252.82,0,0,0,0
18.42,0,0,0,0
61.73,0,0,0,0
887.08,0,0,0,0
643.55,0,0,0,0
14.32,0,1,0,0
743.35,0,0,0,0
61.16,0,0,0,0
2412.36,0,0,0,1
93.9,0,0,0,0
67.72,0,0,0,0
594.0,0,0,0,0
195.6,0,0,0,0
1005.7,1,0,0,1
29.06,0,0,0,0
1493.53,1,0,0,1
185.08,0,0,0,0
824.64,0,0,0,0
448.2,0,0,0,0
499.02,0,0,0,0
652.65,0,0,0,0
275.55,0,0,0,0
1034.28,0,0,0,1
1124.51,1,0,0,1
418.88,0,0,0,0
149.4,0,0,0,0
1056.9,0,0,0,1
79.72,0,1,1,1
1347.0,1,0,0,1
546.88,0,0,0,0
192.72,0,0,0,0
155.88,0,0,0,0
377.8,0,0,0,0
1942.5,1,0,0,1
332.25,0,0,0,0
20.93,0,0,0,0
231.32,0,0,0,0
1797.48,1,0,0,1
625.2,0,0,0,0
897.25,0,0,0,0
616.0,0,0,0,0
1182.25,0,0,0,0
202.76,0,0,0,0
86.1,0,0,0,0
945.35,0,0,0,0
269.46,0,0,0,0
333.24,0,0,0,0
57.76,0,0,0,0
194.65,0,0,0,0
446.82,0,0,0,0
606.1,0,0,0,0
1062.64,1,0,0,1
19.98,0,0,0,0
334.5,0,0,0,0
10.84,0,0,0,0
191.15,0,0,0,0
307.94,0,0,0,0
243.44,0,0,0,0
2068.98,1,0,0,1
51.84,0,0,0,0
836.2,0,0,0,0
591.6,0,0,0,0
28.86,0,0,0,0
132.54,0,0,0,0
738.15,0,1,0,0
36.76,0,0,0,0
107.85,0,0,0,0
579.75,0,0,0,0
442.56,0,0,0,0
2417.97,1,0,0,1
245.08,0,0,0,0
541.88,0,0,0,0
44.54,0,0,0,0
265.74,0,0,0,0
188.6,0,0,0,0
92.96,0,0,0,0
2358.49,1,0,0,1
731.75,0,0,0,0
241.1,0,0,0,0
421.8,0,0,0,0
1653.31,1,0,0,1
42.79,0,0,0,0
2006.93,1,0,0,1
323.1,0,1,0,0
2338.05,1,0,0,1
389.72,0,0,0,0
264.08,0,0,0,0
232.74,0,0,0,0
99.04,0,0,0,0
243.23,0,0,0,0
797.12,0,0,0,0
8.55,0,0,0,0
1608.5,0,0,0,1
317.56,0,0,0,0
369.85,0,0,0,0
187.06,0,0,0,0
210.38,0,0,0,0
430.08,0,0,0,0
125.64,0,0,0,0
525.6,0,0,0,0
2315.21,1,0,0,1
81.96,0,0,0,0
201.0,0,0,0,0
60.79,0,0,0,0
429.04,0,1,0,0
242.78,0,0,0,0
640.28,0,0,0,0
477.3,0,0,0,0
18.98,0,0,0,0
191.2,0,0,0,0
192.66,0,0,0,0
95.15,0,0,0,0
141.75,0,0,0,0
227.8,0,0,0,0
889.72,0,0,0,0
445.64,0,0,0,0
62.1,0,0,0,0
217.9,0,0,0,0
227.66,0,0,0,0
55.56,0,0,0,0
916.24,0,0,0,0
355.38,0,0,0,0
1143.8,0,0,0,0
53.74,0,0,0,0
210.64,0,0,0,0
435.92,0,0,0,0
30.25,0,0,0,0
798.2,0,1,1,1
1709.75,1,0,0,1
784.25,0,0,0,0
427.66,0,0,0,0
238.95,0,0,0,0
710.73,0,0,0,0
260.4,0,0,0,0
232.33,0,0,0,0
160.47,0,0,0,0
204.03,0,0,0,0
32.04,0,0,0,0
410.6,0,0,0,0
534.92,0,0,0,0
259.29,0,0,0,0
1949.57,1,0,0,1
144.48,0,0,0,0
345.99,0,0,0,0
359.05,0,0,0,0
208.6,0,0,0,0
417.68,0,0,0,0
1105.7,0,0,0,0
747.57,0,0,0,0
171.78,0,0,0,0
1651.42,1,0,0,1
140.73,0,0,0,0
163.52,0,0,0,0
103.82,0,0,0,0
791.65,0,0,0,0
503.55,0,0,0,0
719.01,0,0,0,0
35.3,0,0,0,0
322.82,0,0,0,0
224.86,0,0,0,0
127.91,0,0,0,0
741.35,0,0,0,0
34.84,0,0,0,0
243.58,0,0,0,0
666.84,0,0,0,0
144.44,0,0,0,0
541.75,0,0,0,0
72.62,0,0,0,0
317.67,0,0,0,0
1237.45,1,0,0,1
2045.85,1,0,0,1
220.55,0,0,0,0
446.28,0,0,0,0
412.36,0,0,0,0
72.99,0,0,0,0
64.17,0,0,0,0
347.34,0,0,0,0
772.6,0,0,0,0
2241.36,1,0,0,1
34.4,0,0,0,0
114.49,0,0,0,0
176.3,0,0,0,0
894.56,0,0,0,0
112.08,0,0,0,0
1127.3,0,0,0,0
950.7,0,0,0,0
78.45,0,0,0,0
207.98,0,0,0,0
836.5,0,0,0,0
329.04,0,0,0,0
86.55,0,0,0,0
139.72,0,0,0,0
687.6,0,0,0,0
198.98,0,0,0,0
198.6,0,0,0,0
304.64,0,0,0,0
45.34,0,0,0,0
145.56,0,0,0,0
88.96,0,0,0,0
674.2,0,0,0,0
2167.39,1,0,0,1
56.44,0,0,0,0
369.12,0,0,0,0
471.82,0,0,0,0
24.77,0,0,0,0
609.51,0,0,0,0
816.35,0,0,0,0
26.56,0,0,0,0
341.97,0,0,0,0
26.15,0,0,0,0
153.8,0,0,0,0
435.6,0,0,0,0
145.08,0,0,0,0
505.92,0,0,0,0
1576.56,1,0,0,1
2262.64,1,0,0,1
594.85,0,0,0,0
1012.45,1,0,0,1
31.72,0,0,0,0
137.42,0,0,0,0
304.86,0,0,0,0
414.78,0,0,0,0
29.12,0,0,0,0
843.32,0,0,0,0
235.89,0,0,0,0
384.26,0,0,0,0
84.97,0,0,0,0
22.53,0,0,0,0
201.16,0,0,0,0
304.94,0,0,0,0
382.52,0,0,0,0
362.96,0,0,0,0
248.07,0,1,0,0
154.77,0,0,0,0
415.96,0,0,0,0
28.8,0,0,0,0
516.09,0,0,0,0
2087.83,0,0,0,1
789.96,0,0,0,0
705.5,0,0,0,0
1195.9,0,0,0,0
1340.24,0,0,0,1
91.89,0,0,0,0
314.32,0,0,0,0
112.68,0,0,0,0
1012.89,1,0,0,1
546.36,0,0,0,0
1262.94,1,0,0,1
157.1,0,0,0,0
389.18,0,0,0,0
259.25,0,0,0,0
700.9,0,0,0,0
55.29,0,0,0,0
178.77,0,0,0,0
139.95,0,0,0,0
958.45,0,0,0,0
333.48,0,0,0,0
216.24,0,0,0,0
49.6,0,1,0,0
696.51,0,0,0,0
82.63,0,0,0,0
52.12,0,0,0,0
206.91,0,0,0,0
189.55,0,0,0,0
73.39,0,0,0,0
479.6,0,0,0,0
141.93,0,0,0,0
619.26,0,0,0,0
366.28,0,0,0,0
450.84,0,0,0,0
806.6,0,0,0,0
457.64,0,0,0,0
64.46,0,0,0,0
33.92,0,0,0,0
1073.7,0,0,0,0
1797.07,1,0,0,1
793.12,0,1,0,0
365.13,0,0,0,0
41.26,0,0,0,0
1446.16,1,0,0,1
230.47,0,0,0,0
184.36,0,0,0,0
140.56,0,0,0,0
243.27,0,0,0,0
354.74,0,0,0,0
282.54,0,0,0,0
850.7,0,0,0,0
1049.9,0,1,1,1
184.1,0,0,0,0
11.72,0,0,0,0
1631.75,1,0,0,1
256.74,0,0,0,0
45.44,0,0,0,0
267.0,0,0,0,0
306.81,0,0,0,0
318.6,0,0,0,0
2077.05,1,0,0,1
23.1,0,0,0,0
1175.6,0,0,0,0
125.96,0,0,0,0
371.78,0,0,0,0
358.86,0,0,0,0
1996.22,1,0,0,1
703.89,0,0,0,0
1177.85,0,0,0,0
40.77,0,0,0,0
604.71,0,0,0,0
444.6,0,0,0,0
178.68,0,0,0,0
44.42,0,0,0,0
1239.38,1,0,0,1
184.3,0,0,0,0
137.57,0,0,0,0
857.16,0,0,0,0
737.58,0,0,0,0
1306.02,1,0,0,1
28.96,0,0,0,0
2246.52,1,0,0,1
1197.3,0,0,0,0
17.38,0,0,0,0
1906.03,1,0,0,1
195.96,0,0,0,0
359.6,0,0,0,0
1536.75,1,0,0,1
1903.44,1,0,0,1
1975.55,1,0,0,1
1084.35,0,0,0,0
458.28,0,1,1,1
1579.97,1,0,0,1
149.3,0,0,0,0
41.59,0,0,0,0
735.52,0,0,0,0
138.74,0,0,0,0
540.39,0,0,0,0
170.0,0,0,0,0
867.24,0,0,0,0
248.58,0,0,0,0
754.32,0,0,0,0
81.52,0,0,0,0
822.84,0,0,0,0
529.52,0,0,0,0
450.68,0,0,0,0
2400.0,1,0,0,1
684.35,0,0,0,0
105.86,0,0,0,0
534.05,0,0,0,0
798.68,0,0,0,0
183.06,0,0,0,0
677.25,0,0,0,0
250.78,0,0,0,0
262.5,0,0,0,0
29.19,0,0,0,0
577.32,0,0,0,0
563.13,0,0,0,0
247.92,0,0,0,0
1058.99,1,0,0,1
102.5,0,0,0,0
166.19,0,0,0,0
298.2,0,0,0,0
240.48,0,0,0,0
1759.57,1,0,0,1
152.6,0,0,0,0
884.48,0,0,0,0
945.4,0,0,0,0
897.2,0,0,0,0
2231.24,1,0,0,1
485.65,0,0,0,0
435.18,0,0,0,0
570.69,0,1,0,0
349.94,0,0,0,0
1235.03,1,0,0,1
1083.05,0,0,0,0
29.77,0,0,0,0
985.25,0,0,0,0
156.06,0,0,0,0
222.73,0,0,0,0
912.6,0,0,0,0
596.92,0,0,0,0
354.1,0,0,0,0
380.0,0,0,0,0
2010.81,1,0,0,1
539.2,0,0,0,0
516.84,0,0,0,0
212.37,0,0,0,0
1028.9,1,0,0,1
470.26,0,0,0,0
772.88,0,0,0,0
1829.68,1,0,0,1
147.66,0,0,0,0
631.8,0,0,0,0
440.8,0,0,0,0
2071.42,1,0,0,1
342.88,0,0,0,0
409.77,0,0,0,0
282.0,0,1,1,1
2222.34,1,0,0,1
2455.84,1,0,0,1
100.3,0,1,1,1
239.57,0,0,0,0
205.5,0,0,0,0
1102.9,0,0,0,0
292.9,0,0,0,0
681.9,0,1,0,0
479.62,0,0,0,0
902.7,0,0,0,0
961.2,0,0,0,0
162.04,0,0,0,0
130.18,0,0,0,0
1975.56,0,0,0,1
2011.09,1,0,0,1
393.6,0,0,0,0
366.15,0,0,0,0
147.3,0,0,0,0
1597.55,1,0,0,1
208.21,0,0,0,0
547.5,0,0,0,0
430.2,0,1,0,0
156.43,0,0,0,0
1925.7,1,0,0,1
454.2,0,0,0,0
1907.19,1,0,0,1
250.54,0,0,0,0
549.5,0,0,0,0
400.12,0,0,0,0
204.65,0,0,0,0
281.38,0,0,0,0
213.82,0,0,0,0
266.76,0,0,0,0
256.0,0,0,0,0
974.08,0,0,0,0
31.05,0,0,0,0
716.0,0,0,0,0
602.43,0,0,0,0
681.4,0,0,0,0
735.51,0,0,0,0
142.27,0,0,0,0
109.96,0,0,0,0
84.01,0,0,0,0
293.4,0,1,0,0
819.15,0,0,0,0
412.32,0,0,0,0
201.68,0,0,0,0
514.11,0,0,0,0
114.47,0,0,0,0
625.75,0,0,0,0
34.54,0,0,0,0
120.9,0,0,0,0
1123.6,0,0,0,0
1866.13,0,0,0,1
66.09,0,0,0,0
532.68,0,0,0,0
1680.36,0,0,0,1
245.45,0,0,0,0
163.53,0,0,0,0
710.97,0,0,0,0
1718.5,1,0,0,1
