payment_id,order_id,payment_method,amount,payment_date
1075,1075,Google Pay,14804.67,2026-01-30 19:11:33.953678
1076,1076,Debit Card,12031.59,2025-11-17 14:57:26.630805
1077,1077,Credit Card,3090.74,2025-12-31 20:41:02.670251
1078,1078,Apple Pay,3382.0,2026-06-13 09:21:08.545133
1079,1079,Google Pay,10719.88,2025-10-10 13:31:49.237925
1080,1080,PayPal,5399.13,2026-03-19 03:40:48.397719
1081,1081,Credit Card,10667.5,2026-04-14 11:31:24.900395
1082,1082,Google Pay,5190.63,2026-01-02 03:13:40.206806
1083,1083,Google Pay,3671.25,2026-06-13 22:00:22.640444
1084,1084,PayPal,9009.72,2026-05-21 12:35:05.991441
1085,1085,Debit Card,8230.8,2025-08-03 01:55:25.285941
1086,1086,Apple Pay,3406.52,2025-12-04 10:58:18.692226
1087,1087,Credit Card,7862.8,2025-08-14 07:03:13.961924
1088,1088,Apple Pay,5882.6,2026-02-21 14:57:28.081167
1089,1089,Credit Card,8632.42,2025-12-29 09:45:10.321809
1090,1090,PayPal,9289.7,2026-03-28 10:44:21.647200
1091,1091,Debit Card,3539.25,2025-09-27 10:54:20.511718
1092,1092,Google Pay,9096.12,2026-01-16 08:21:11.481424
1093,1093,PayPal,3459.18,2026-05-21 20:25:20.856154
1094,1094,Credit Card,3371.28,2025-10-06 05:40:43.016665
1095,1095,Apple Pay,4590.35,2026-04-08 07:56:19.530226
1096,1096,Debit Card,12560.01,2026-03-13 02:08:06.154855
1097,1097,Debit Card,11963.16,2026-04-04 03:29:28.115321
1098,1098,Apple Pay,6088.62,2025-09-04 17:21:26.301789
1099,1099,Apple Pay,2030.92,2026-03-06 16:18:05.574337
1100,1100,Debit Card,1311.65,2025-10-19 16:05:06.723343
1101,1101,Debit Card,5148.3,2026-02-21 07:02:16.867880
1102,1102,PayPal,3929.53,2026-06-08 22:00:19.635166
1103,1103,Debit Card,13911.87,2025-08-30 21:18:22.425148
1104,1104,Google Pay,9004.69,2026-04-21 18:29:26.298207
1105,1105,Credit Card,3009.37,2025-11-30 05:40:29.182703
1106,1106,Google Pay,2753.81,2026-05-11 02:26:30.662370
1107,1107,Google Pay,2616.34,2026-05-23 12:48:22.100889
1108,1108,Debit Card,4100.93,2026-06-26 22:11:02.185989
1109,1109,PayPal,3105.77,2026-05-04 04:49:52.945467
1110,1110,Debit Card,10711.48,2025-08-22 10:38:17.667697
1111,1111,Credit Card,271.86,2026-07-29 20:57:30.173027
1112,1112,PayPal,9199.57,2026-03-07 19:18:54.018259
1113,1113,Apple Pay,7098.6,2026-02-17 07:05:40.350902
1114,1114,Credit Card,263.1,2026-06-25 08:34:44.679168
1115,1115,Debit Card,7154.49,2026-05-25 03:11:33.011971
1116,1116,Credit Card,9738.4,2026-02-08 13:34:24.046844
1117,1117,Google Pay,3508.85,2025-10-30 06:43:16.284770
1118,1118,Apple Pay,8345.6,2026-02-14 05:40:29.034563
1119,1119,Debit Card,6947.05,2025-09-15 10:09:23.401657
1120,1120,PayPal,13255.32,2026-04-15 14:34:30.773122
1121,1121,Apple Pay,2411.43,2025-09-14 02:50:41.400265
1122,1122,Credit Card,4335.84,2025-10-05 07:39:44.691835
1123,1123,Google Pay,5830.89,2026-01-10 12:33:11.162103
1124,1124,Debit Card,4666.14,2026-01-27 07:46:44.243944
1125,1125,Debit Card,11864.03,2025-12-04 09:00:20.263227
1126,1126,Apple Pay,13438.66,2026-02-10 08:56:03.235078
1127,1127,Credit Card,236.66,2025-09-02 01:21:43.261721
1128,1128,PayPal,7994.33,2025-09-30 17:57:48.098303
1129,1129,Apple Pay,10142.49,2025-12-27 08:33:23.376098
1130,1130,PayPal,11665.1,2026-06-27 23:22:13.088908
1131,1131,Debit Card,13837.87,2026-07-30 11:21:26.725932
1132,1132,Apple Pay,10616.54,2025-10-13 03:10:19.935006
1133,1133,Apple Pay,12837.03,2025-09-30 05:45:04.111824
1134,1134,Debit Card,8607.5,2026-02-20 02:13:54.894649
1135,1135,Debit Card,6761.69,2025-10-13 19:52:12.660235
1136,1136,Credit Card,11325.4,2025-10-23 05:22:47.438899
1137,1137,Credit Card,6291.69,2025-09-25 09:27:51.018164
1138,1138,PayPal,7208.73,2026-07-17 20:43:17.908679
1139,1139,Google Pay,15053.78,2026-02-19 02:37:23.706477
1140,1140,Apple Pay,6360.79,2025-12-18 01:01:31.540191
1141,1141,Credit Card,6485.98,2026-06-27 16:43:22.543522
1142,1142,Apple Pay,12313.34,2026-01-10 18:39:46.841426
1143,1143,Credit Card,16903.59,2026-04-14 21:49:27.910872
1144,1144,PayPal,6060.25,2025-08-25 08:19:05.700576
1145,1145,PayPal,9333.0,2025-12-19 22:00:40.738366
1146,1146,PayPal,2483.95,2026-01-25 12:25:11.548982
1147,1147,Google Pay,9430.68,2026-04-10 20:40:34.393253
1148,1148,Google Pay,4126.01,2026-01-27 21:27:20.690672
1149,1149,PayPal,18373.47,2026-04-08 06:58:42.688699
1150,1150,Google Pay,11060.21,2026-02-16 23:54:15.663038
1151,1151,Google Pay,1007.34,2026-01-07 15:39:58.467340
1152,1152,PayPal,10528.73,2026-06-27 00:45:05.187671
1153,1153,Apple Pay,10348.31,2026-07-06 03:26:17.785207
1154,1154,Credit Card,3110.81,2025-11-16 21:06:41.658949
1155,1155,Google Pay,7234.29,2026-04-30 12:41:28.621286
1156,1156,PayPal,2801.16,2026-06-13 05:02:40.417861
1157,1157,Debit Card,11199.98,2025-08-08 23:58:35.687468
1158,1158,Google Pay,11551.64,2025-11-08 09:16:43.700182
1159,1159,Debit Card,3669.9,2025-09-28 21:17:11.918919
1160,1160,PayPal,8605.61,2025-12-29 00:57:02.461592
1161,1161,Debit Card,9393.47,2025-11-04 18:53:04.312922
1162,1162,Credit Card,21425.34,2025-12-23 03:04:08.511276
1163,1163,Google Pay,12293.64,2026-06-17 17:12:54.734878
1164,1164,PayPal,5833.26,2026-02-19 06:50:19.852260
1165,1165,Google Pay,8447.89,2025-08-08 22:22:51.227954
1166,1166,Debit Card,3539.25,2025-08-10 10:00:21.470710
1167,1167,Credit Card,4266.54,2026-03-16 23:31:00.140369
1168,1168,Credit Card,6761.79,2025-10-24 05:32:35.552198
1169,1169,Debit Card,5694.26,2025-12-01 18:56:00.636265
1170,1170,Google Pay,7509.48,2025-08-16 22:13:35.273714
1171,1171,Google Pay,13507.73,2025-11-13 03:05:47.704806
1172,1172,Apple Pay,14182.68,2026-07-30 13:03:12.252835
1173,1173,Google Pay,11366.2,2025-10-17 09:23:52.730886
1174,1174,PayPal,8748.0,2025-11-09 21:58:20.457383
1175,1175,Google Pay,11093.04,2025-09-07 03:51:45.493175
1176,1176,Debit Card,5510.72,2026-02-28 15:02:52.044141
1177,1177,PayPal,7234.29,2025-12-01 14:26:01.590184
1178,1178,Debit Card,4438.3,2026-03-13 21:53:37.055298
1179,1179,Credit Card,2557.68,2026-01-04 19:45:00.301133
1180,1180,Debit Card,8828.47,2026-07-25 19:05:36.504390
1181,1181,Debit Card,5064.29,2026-02-20 10:28:15.362468
1182,1182,Apple Pay,8793.47,2026-04-07 07:58:09.554467
1183,1183,PayPal,9652.79,2025-11-22 18:16:14.786076
1184,1184,PayPal,11605.56,2026-03-17 11:21:35.572883
1185,1185,Debit Card,7393.57,2026-06-13 21:19:04.186495
1186,1186,PayPal,4100.64,2025-12-01 21:08:09.740484
1187,1187,Google Pay,732.4,2025-08-07 22:42:45.461821
1188,1188,PayPal,5332.32,2026-07-03 16:18:42.889465
1189,1189,Debit Card,9979.14,2026-06-01 20:48:03.215291
1190,1190,Credit Card,4177.14,2026-01-02 03:39:47.220125
1191,1191,Google Pay,10077.84,2026-01-04 20:14:06.246307
1192,1192,Apple Pay,8472.37,2026-06-05 22:37:35.587141
1193,1193,Debit Card,285.56,2026-04-19 02:40:27.693303
1194,1194,PayPal,22487.95,2026-04-08 18:19:49.622993
1195,1195,Debit Card,6232.47,2025-08-14 11:13:56.488234
1196,1196,Apple Pay,2696.04,2026-02-23 07:22:43.169488
1197,1197,Apple Pay,5126.34,2026-04-03 16:42:15.199968
1198,1198,Credit Card,2629.19,2026-04-11 03:59:12.982429
1199,1199,Debit Card,3844.88,2026-06-03 10:17:04.596882
1200,1200,Apple Pay,2203.19,2025-12-08 23:33:54.508671
1201,1201,Apple Pay,1568.57,2026-04-26 08:29:15.617489
1202,1202,Debit Card,20014.31,2025-09-02 14:19:03.812604
1203,1203,Credit Card,17290.43,2026-07-03 14:06:16.864705
1204,1204,Debit Card,764.32,2025-12-18 23:39:04.113875
1205,1205,Credit Card,6212.83,2026-06-12 07:05:14.573684
1206,1206,Credit Card,12411.82,2025-08-25 18:06:13.642613
1207,1207,PayPal,2046.02,2025-08-19 01:04:30.497521
1208,1208,Debit Card,3432.0,2025-09-25 12:57:19.731474
1209,1209,Credit Card,856.68,2026-04-02 23:30:24.645387
1210,1210,Debit Card,7401.18,2025-08-08 17:17:38.614430
1211,1211,Apple Pay,20339.5,2025-12-24 21:05:41.894810
1212,1212,Credit Card,571.12,2026-06-05 07:36:09.355649
1213,1213,PayPal,7705.44,2025-08-08 02:21:13.475497
1214,1214,Credit Card,14388.22,2025-11-01 12:09:58.922557
1215,1215,PayPal,615.62,2026-06-01 17:35:19.360561
1216,1216,PayPal,6767.33,2026-05-23 07:42:35.884673
1217,1217,Apple Pay,10395.24,2026-05-16 18:05:25.411625
1218,1218,Apple Pay,4934.12,2025-10-22 08:59:50.672859
1219,1219,Debit Card,10235.67,2026-05-01 09:57:33.092755
1220,1220,PayPal,5828.56,2026-06-19 05:30:48.108825
1221,1221,Debit Card,7268.37,2025-08-19 15:06:00.701004
1222,1222,Apple Pay,4552.93,2025-11-24 20:22:25.521556
1223,1223,Credit Card,1867.44,2025-08-24 05:42:09.894404
1224,1224,Google Pay,2417.98,2026-04-04 10:44:23.309647
1225,1225,PayPal,11926.38,2026-01-28 16:06:02.260956
1226,1226,Apple Pay,13482.32,2025-10-21 10:21:10.285194
1227,1227,Credit Card,13469.23,2026-01-23 18:43:36.612298
1228,1228,Google Pay,9985.92,2025-09-22 10:32:22.369051
1229,1229,Credit Card,15244.91,2026-02-23 05:13:29.715265
1230,1230,Google Pay,20109.26,2026-04-21 22:01:49.779259
1231,1231,Google Pay,15347.56,2025-11-09 21:49:10.200167
1232,1232,Credit Card,14240.38,2025-08-05 13:48:06.364304
1233,1233,Credit Card,10081.71,2026-07-31 13:17:36.881890
1234,1234,Credit Card,263.1,2025-12-13 11:49:24.835876
1235,1235,Debit Card,8384.0,2025-12-09 23:09:42.149019
1236,1236,Apple Pay,3893.64,2026-05-22 00:29:18.267703
1237,1237,Google Pay,13648.03,2026-02-07 14:17:51.096886
1238,1238,PayPal,17267.16,2026-07-22 06:37:02.224074
1239,1239,Google Pay,8657.76,2025-12-15 22:49:19.298436
1240,1240,Apple Pay,7732.35,2025-09-17 01:04:27.248321
1241,1241,Apple Pay,5950.68,2025-12-21 18:21:30.014412
1242,1242,Credit Card,3494.84,2025-08-21 11:21:40.352254
1243,1243,Credit Card,17996.93,2025-08-16 17:03:02.751410
1244,1244,PayPal,2801.16,2026-04-06 16:18:47.158514
1245,1245,Debit Card,6538.96,2026-06-27 13:45:37.769285
1246,1246,PayPal,2014.68,2026-02-03 01:45:04.129899
1247,1247,Credit Card,10869.88,2026-01-16 00:55:41.555395
1248,1248,Apple Pay,17812.42,2025-08-06 02:54:44.951691
1249,1249,Google Pay,11323.12,2026-05-02 06:16:30.796435
1250,1250,Google Pay,1422.18,2025-09-10 06:27:45.280695
1251,1251,Debit Card,6995.09,2025-11-17 01:42:10.722533
1252,1252,Credit Card,8209.67,2025-09-19 00:33:33.891554
1253,1253,Credit Card,1407.81,2026-01-23 10:58:56.124987
1254,1254,Debit Card,15622.81,2025-10-28 08:44:30.812046
1255,1255,Google Pay,1288.71,2026-04-12 06:21:02.659972
1256,1256,Debit Card,14871.88,2025-12-16 23:37:06.342221
1257,1257,PayPal,5468.25,2026-02-28 06:28:10.818439
1258,1258,PayPal,12137.07,2025-12-27 11:12:13.696970
1259,1259,Credit Card,14408.96,2026-01-05 02:42:03.955618
1260,1260,Apple Pay,9943.47,2025-09-30 18:07:09.022061
1261,1261,Credit Card,7234.29,2026-02-24 00:41:04.112117
1262,1262,Google Pay,13919.14,2026-01-22 21:19:14.586484
1263,1263,Credit Card,5953.5,2026-07-21 00:11:13.228297
1264,1264,Credit Card,4316.37,2025-08-08 15:46:28.542792
1265,1265,Apple Pay,11876.48,2026-02-06 21:51:51.628306
1266,1266,Apple Pay,16681.0,2026-01-12 16:18:03.332225
1267,1267,Debit Card,1308.17,2025-10-16 16:51:03.007279
1268,1268,PayPal,13239.77,2026-02-27 03:56:02.235836
1269,1269,Apple Pay,8085.31,2026-01-04 15:31:42.738764
1270,1270,PayPal,13097.12,2026-05-15 08:33:45.013380
1271,1271,Credit Card,4769.66,2025-10-25 15:05:05.157493
1272,1272,Credit Card,19291.9,2025-08-02 05:28:49.355054
1273,1273,Google Pay,9377.23,2026-04-25 16:44:59.075064
1274,1274,Apple Pay,5727.33,2025-12-09 21:23:00.849606
1275,1275,Apple Pay,6679.05,2026-02-09 01:16:12.449450
1276,1276,Google Pay,10398.77,2026-06-29 20:07:47.039553
1277,1277,Apple Pay,3551.82,2026-06-05 00:49:13.712781
1278,1278,Debit Card,4161.17,2025-11-05 06:43:20.544197
1279,1279,Google Pay,7009.15,2025-08-31 17:23:22.707345
1280,1280,Google Pay,6744.82,2026-02-03 07:10:10.691713
1281,1281,Debit Card,8590.55,2025-10-23 13:02:32.517036
1282,1282,PayPal,364.82,2026-03-10 05:34:31.602174
1283,1283,Google Pay,482.47,2025-08-04 10:49:25.668087
1284,1284,Apple Pay,8111.78,2026-04-28 06:14:15.050811
1285,1285,PayPal,364.82,2026-02-25 15:32:33.285324
1286,1286,Apple Pay,5003.07,2026-05-27 01:28:04.887198
1287,1287,Apple Pay,2029.54,2025-12-05 04:03:45.465015
1288,1288,Debit Card,6243.08,2025-09-23 10:27:53.124962
1289,1289,Credit Card,3956.11,2026-06-18 10:10:37.734118
1290,1290,Credit Card,4121.06,2025-11-23 03:34:38.410709
1291,1291,Apple Pay,5460.26,2026-08-01 16:28:55.011502
1292,1292,Credit Card,10765.3,2025-11-22 22:58:40.156123
1293,1293,Credit Card,12009.28,2026-04-29 14:23:31.960399
1294,1294,Debit Card,12537.04,2025-12-03 18:50:05.276180
1295,1295,Google Pay,8954.34,2026-07-04 01:07:48.606641
1296,1296,PayPal,14686.96,2026-02-12 16:06:31.078057
1297,1297,Apple Pay,1211.35,2026-03-19 14:30:11.074584
1298,1298,Apple Pay,6030.68,2026-04-07 12:33:42.648380
1299,1299,Debit Card,4606.1,2026-04-25 05:18:18.195761
1300,1300,Debit Card,7293.62,2026-03-15 09:30:24.250341
1301,1301,Google Pay,1231.55,2025-12-17 23:00:15.553206
1302,1302,PayPal,31.92,2025-12-20 01:11:37.611873
1303,1303,PayPal,7197.07,2026-05-15 13:51:46.069135
1304,1304,PayPal,3432.2,2026-05-03 14:49:04.610620
1305,1305,Credit Card,12674.7,2025-10-21 09:07:52.793232
1306,1306,PayPal,5762.0,2026-03-03 06:08:05.323849
1307,1307,Debit Card,18946.69,2025-11-07 05:21:16.673154
1308,1308,Credit Card,10292.49,2026-07-18 04:23:25.137615
1309,1309,Credit Card,2197.2,2025-09-28 18:31:11.584924
1310,1310,Debit Card,13758.12,2026-03-16 16:54:32.451521
1311,1311,Google Pay,4822.33,2026-04-20 16:09:44.087920
1312,1312,Google Pay,2649.82,2025-12-05 18:11:07.076385
1313,1313,Google Pay,7141.27,2025-10-03 00:50:19.502131
1314,1314,PayPal,16240.02,2026-03-13 10:20:33.889609
1315,1315,Apple Pay,14555.42,2025-09-14 18:21:20.459399
1316,1316,Apple Pay,5718.03,2026-07-19 22:15:29.193891
1317,1317,Google Pay,12772.87,2026-04-08 10:54:34.665067
1318,1318,PayPal,2359.5,2026-06-26 16:40:12.348771
1319,1319,Google Pay,8073.93,2026-06-08 15:32:37.610287
1320,1320,Credit Card,9481.75,2026-04-11 21:16:52.812755
1321,1321,Apple Pay,9872.37,2026-01-16 06:09:04.764341
1322,1322,Credit Card,12098.97,2026-04-02 11:16:17.412126
1323,1323,Apple Pay,910.88,2026-02-28 19:00:32.749993
1324,1324,Credit Card,10631.44,2026-03-21 03:54:59.638025
1325,1325,Google Pay,15232.52,2026-04-16 05:05:41.704979
1326,1326,Google Pay,9673.65,2025-11-15 02:28:46.863631
1327,1327,Apple Pay,3366.49,2025-11-01 22:05:10.033073
1328,1328,Credit Card,6716.91,2025-11-24 13:29:43.560809
1329,1329,Apple Pay,6162.55,2026-01-03 10:12:32.257346
1330,1330,Google Pay,16002.65,2026-01-11 06:30:24.979066
1331,1331,Google Pay,12919.26,2026-01-06 05:25:23.448075
1332,1332,Credit Card,9554.72,2026-04-26 11:02:13.096424
1333,1333,PayPal,7401.18,2026-05-29 19:24:42.518500
1334,1334,Apple Pay,17906.6,2025-08-17 21:52:05.132543
1335,1335,PayPal,3240.55,2025-12-30 09:27:18.437358
1336,1336,Apple Pay,11862.87,2026-06-05 10:32:12.720606
1337,1337,Credit Card,16853.08,2026-03-23 07:55:56.907962
1338,1338,Debit Card,4822.32,2025-11-08 01:37:41.664016
1339,1339,Credit Card,3995.73,2025-11-06 14:53:41.223594
1340,1340,PayPal,3318.24,2026-06-17 01:12:55.818386
1341,1341,Google Pay,9504.29,2026-01-31 16:18:29.163574
1342,1342,Apple Pay,2461.01,2025-08-29 20:41:13.469573
1343,1343,Debit Card,5591.07,2026-01-28 23:05:13.286696
1344,1344,Apple Pay,2359.5,2026-07-16 16:04:49.327994
1345,1345,PayPal,4612.36,2026-04-03 16:11:55.548857
1346,1346,Apple Pay,8093.52,2025-10-06 09:14:46.092288
1347,1347,Apple Pay,14554.15,2026-01-30 01:36:37.899516
1348,1348,Credit Card,3634.05,2026-01-14 05:51:51.087363
1349,1349,Credit Card,16537.51,2025-10-27 18:13:12.335251
1350,1350,PayPal,12917.98,2025-11-25 05:08:53.294077
1351,1351,Apple Pay,327.28,2026-01-31 19:36:58.947072
1352,1352,PayPal,4119.34,2025-10-27 10:06:50.051636
1353,1353,Google Pay,2616.34,2026-02-02 02:17:53.885904
1354,1354,Apple Pay,1963.64,2025-09-17 11:12:56.766338
1355,1355,PayPal,6779.58,2026-05-15 00:39:21.159713
1356,1356,Google Pay,4649.79,2026-07-07 13:30:41.798207
1357,1357,Credit Card,1464.8,2026-06-03 20:28:07.893746
1358,1358,Google Pay,4307.03,2025-10-30 13:53:56.588052
1359,1359,PayPal,664.17,2026-07-19 23:17:03.721070
1360,1360,PayPal,4805.82,2026-07-02 14:42:20.222955
1361,1361,Debit Card,3017.2,2026-04-22 14:20:21.967943
1362,1362,Debit Card,11204.2,2025-12-30 20:45:04.466552
1363,1363,Apple Pay,4086.0,2026-02-14 21:22:39.005004
1364,1364,Debit Card,8040.39,2026-03-04 13:32:50.771662
1365,1365,Credit Card,1094.46,2026-03-16 06:06:54.861936
1366,1366,Apple Pay,10317.22,2025-09-03 17:53:55.769557
1367,1367,Debit Card,12015.37,2026-06-20 02:50:38.626149
1368,1368,PayPal,12877.5,2025-09-16 05:19:00.267058
1369,1369,PayPal,10228.64,2026-03-23 11:46:32.496186
1370,1370,Debit Card,6246.85,2026-01-02 01:11:30.642708
1371,1371,Credit Card,16244.32,2025-10-08 08:33:33.847757
1372,1372,Apple Pay,12641.45,2026-07-10 05:07:49.132633
1373,1373,Apple Pay,17450.52,2026-03-07 05:54:15.424181
1374,1374,Apple Pay,9434.27,2025-11-19 14:43:17.897742
1375,1375,Debit Card,13012.85,2026-06-18 13:27:56.961684
1376,1376,PayPal,1782.47,2025-11-17 06:03:08.226905
1377,1377,PayPal,4286.17,2026-03-15 17:49:40.520693
1378,1378,Debit Card,10252.36,2025-12-01 12:27:41.463218
1379,1379,Google Pay,17106.84,2026-06-11 21:57:43.281837
1380,1380,Debit Card,1944.42,2026-06-01 22:25:31.838444
1381,1381,Credit Card,9086.19,2026-02-14 18:57:03.357116
1382,1382,Google Pay,17859.61,2026-06-14 10:23:57.325170
1383,1383,Google Pay,2088.27,2026-07-12 09:04:21.665351
1384,1384,Google Pay,18038.7,2026-04-27 20:19:41.691045
1385,1385,Google Pay,15239.5,2026-06-07 21:18:22.057564
1386,1386,Apple Pay,14632.28,2025-11-20 11:00:07.999074
1387,1387,Apple Pay,15199.39,2026-07-14 18:34:48.097407
1388,1388,Google Pay,3751.66,2026-05-15 06:27:35.841358
1389,1389,Credit Card,1185.82,2026-07-27 09:57:35.852215
1390,1390,Credit Card,8466.14,2025-09-03 05:38:50.020523
1391,1391,Credit Card,8020.84,2026-03-08 09:24:13.893536
1392,1392,Google Pay,14841.2,2026-04-01 12:21:11.321870
1393,1393,Debit Card,10337.84,2026-05-03 12:07:29.212967
1394,1394,PayPal,2402.91,2025-08-31 02:24:22.130509
1395,1395,PayPal,12021.89,2025-08-10 07:05:59.869239
1396,1396,PayPal,12502.05,2025-08-06 22:40:44.020740
1397,1397,Google Pay,3141.07,2025-08-31 05:54:47.799443
1398,1398,PayPal,8637.89,2025-08-22 15:26:27.714231
1399,1399,Credit Card,16875.05,2026-07-20 15:52:09.194979
1400,1400,Credit Card,4177.14,2025-09-21 10:28:14.260995
1401,1401,Credit Card,14953.81,2026-07-15 07:21:01.119045
1402,1402,Debit Card,3345.98,2026-01-07 19:35:48.650342
1403,1403,Debit Card,8177.19,2026-05-25 17:04:28.766132
1404,1404,Apple Pay,2014.68,2026-06-15 10:57:54.128580
1405,1405,Google Pay,10264.82,2026-06-23 04:54:07.201192
1406,1406,Credit Card,9366.36,2026-02-28 02:01:34.465317
1407,1407,Apple Pay,4070.46,2025-12-18 11:41:42.008579
1408,1408,Apple Pay,7771.6,2025-10-07 00:11:17.353843
1409,1409,Google Pay,17236.43,2025-12-12 00:49:44.650815
1410,1410,Credit Card,2060.53,2025-11-21 02:13:11.177161
1411,1411,Google Pay,17159.55,2025-08-06 06:44:30.281359
1412,1412,Credit Card,12987.33,2025-12-29 09:01:27.871756
1413,1413,Google Pay,16956.87,2025-08-05 17:18:12.199357
1414,1414,Credit Card,3097.36,2026-04-17 05:35:14.512110
1415,1415,Debit Card,4767.51,2025-08-21 06:27:33.019122
1416,1416,Apple Pay,10257.88,2025-12-15 23:35:03.752739
1417,1417,Apple Pay,3432.2,2026-07-04 02:49:55.742892
1418,1418,Debit Card,8835.99,2026-01-10 22:23:23.619526
1419,1419,PayPal,6610.91,2026-05-27 18:27:30.411310
1420,1420,Credit Card,10600.23,2026-06-17 18:03:22.948723
1421,1421,Debit Card,13695.88,2025-08-14 09:37:20.936780
1422,1422,Apple Pay,6446.95,2026-02-04 20:28:39.769592
1423,1423,Credit Card,354.99,2026-05-19 00:35:53.470028
1424,1424,Apple Pay,2614.62,2025-11-27 07:10:23.234905
1425,1425,Debit Card,13860.18,2025-10-09 08:41:09.574959
1426,1426,Credit Card,11008.59,2026-07-04 00:37:01.614563
1427,1427,Apple Pay,13229.74,2026-04-19 17:20:08.116230
1428,1428,Credit Card,2801.16,2026-04-25 12:42:55.788443
1429,1429,Google Pay,10456.69,2026-04-26 18:32:21.325998
1430,1430,Credit Card,3441.88,2025-10-02 14:46:47.248778
1431,1431,Credit Card,995.09,2025-11-02 07:38:19.943490
1432,1432,Debit Card,1846.86,2025-08-02 04:10:09.404512
1433,1433,Credit Card,15784.09,2026-01-25 19:51:08.118243
1434,1434,Credit Card,6913.44,2026-02-25 01:28:11.255431
1435,1435,Google Pay,14422.23,2026-01-23 06:17:27.656258
1436,1436,Apple Pay,19097.9,2026-05-26 13:00:19.665536
1437,1437,Credit Card,10603.3,2025-09-23 13:51:43.834414
1438,1438,Apple Pay,2474.23,2025-11-13 00:52:31.018830
1439,1439,Apple Pay,2616.34,2025-08-28 10:19:07.013530
1440,1440,Debit Card,10589.12,2026-07-19 11:32:59.850641
1441,1441,PayPal,7154.49,2026-01-29 23:00:27.857880
1442,1442,Google Pay,7154.49,2026-07-14 01:31:10.463889
1443,1443,Apple Pay,8709.57,2026-03-12 01:48:39.625595
1444,1444,PayPal,6321.77,2026-07-24 18:54:05.772997
1445,1445,Apple Pay,354.99,2025-11-24 11:55:57.335654
1446,1446,Debit Card,8574.55,2025-08-19 14:58:46.436764
1447,1447,PayPal,7345.51,2025-12-13 22:25:33.560988
1448,1448,Debit Card,9728.58,2025-08-26 18:10:06.390800
1449,1449,Credit Card,8165.66,2025-10-20 19:33:19.026438
1450,1450,PayPal,15181.66,2026-07-18 04:36:14.550628
1451,1451,Credit Card,7769.52,2025-10-08 17:53:04.558617
1452,1452,Apple Pay,19436.54,2025-10-21 11:24:45.163570
1453,1453,Google Pay,2568.01,2026-07-31 01:03:22.369778
1454,1454,Credit Card,5552.5,2026-05-17 05:57:11.307621
1455,1455,PayPal,3472.72,2026-02-28 02:22:27.492075
1456,1456,Credit Card,1407.81,2026-04-23 11:30:26.125583
1457,1457,Debit Card,8232.31,2025-09-19 07:41:42.018815
1458,1458,Credit Card,1904.65,2026-02-16 18:03:37.684261
1459,1459,Credit Card,10808.42,2026-01-31 04:51:29.107573
1460,1460,Google Pay,3522.72,2026-01-09 08:36:10.488573
1461,1461,PayPal,7852.26,2025-08-19 21:56:32.126891
1462,1462,Google Pay,1890.18,2025-12-26 13:11:25.769380
1463,1463,PayPal,8544.73,2025-11-14 08:32:28.784284
1464,1464,Apple Pay,6446.8,2026-06-02 19:03:51.104112
1465,1465,PayPal,7417.59,2026-05-11 16:37:12.898288
1466,1466,Apple Pay,7445.39,2025-12-25 15:53:55.203720
1467,1467,Credit Card,12599.59,2025-10-23 08:33:19.604483
1468,1468,Google Pay,7735.65,2026-03-24 13:23:51.766764
1469,1469,Debit Card,7301.1,2026-05-26 09:14:24.303542
1470,1470,Credit Card,15007.51,2025-10-10 03:44:22.094343
1471,1471,Google Pay,12538.9,2026-04-29 18:05:57.075082
1472,1472,Google Pay,3539.25,2026-06-26 11:21:49.036909
1473,1473,Debit Card,3275.25,2025-12-24 04:01:06.891275
1474,1474,PayPal,1867.44,2026-04-25 11:03:35.271336
1475,1475,PayPal,13534.43,2025-08-08 04:00:03.545507
1476,1476,Apple Pay,1331.91,2026-05-07 08:29:31.942754
1477,1477,Credit Card,2616.34,2025-08-11 09:59:30.065674
1478,1478,Credit Card,16356.27,2026-01-16 14:54:51.236557
1479,1479,Apple Pay,3925.05,2026-07-21 19:07:14.567613
1480,1480,Apple Pay,16203.11,2025-11-20 04:15:59.689361
1481,1481,Apple Pay,2844.36,2025-09-18 06:34:28.719086
1482,1482,Google Pay,938.54,2026-06-10 23:56:26.087086
1483,1483,Apple Pay,13184.03,2026-01-21 20:03:24.505299
1484,1484,Apple Pay,1464.8,2026-02-19 06:09:54.272318
1485,1485,Google Pay,11038.78,2025-11-16 02:52:14.609576
1486,1486,Google Pay,4892.46,2025-08-09 08:07:21.706175
1487,1487,PayPal,9371.63,2026-03-06 08:32:54.646228
1488,1488,Credit Card,719.13,2026-03-26 04:47:58.204504
1489,1489,PayPal,2301.26,2025-10-25 01:32:48.488854
1490,1490,Debit Card,15861.84,2026-02-06 05:30:00.940272
1491,1491,PayPal,118.33,2026-02-11 05:35:25.231282
1492,1492,Credit Card,181.24,2026-04-18 21:46:09.287806
1493,1493,Debit Card,5730.4,2025-12-02 11:24:32.599682
1494,1494,Google Pay,3522.72,2026-07-03 23:33:29.775450
1495,1495,PayPal,5736.26,2025-08-05 09:08:43.262103
1496,1496,Google Pay,2384.83,2026-05-13 06:44:47.996720
1497,1497,Google Pay,7684.0,2025-10-04 08:18:46.282073
1498,1498,Debit Card,1007.34,2026-04-18 07:39:27.390965
